id,manufacturer,model,model_year,variant,segment,seats,price_local,currency,range_km,range_rating,battery_capacity_kwh,battery_chemistry,efficiency_wh_km,fast_charge_kw,charge_10_80_min,drivetrain,power_kw,torque_nm,acceleration_0_100_s,top_speed_kmh,length_mm,width_mm,height_mm,wheelbase_mm,ground_clearance_mm,cargo_volume_l,frunk_volume_l,towing_capacity_kg,curb_weight_kg,onboard_charger_kw,charge_port_type,v2l_capable,plug_and_charge,range_city_km,range_highway_km
bmw-ix1-xdrive30-2025,BMW,iX1,2025,xDrive30,crossover,5,54125,GBP,438,wltp,64.7,nmc,172,130,33,awd,230,494,5.7,180,4500,1845,1616,2692,,490,0,1200,2085,11,ccs,false,false,,
bmw-ix2-edrive20-2025,BMW,iX2,2025,eDrive20,crossover,5,51615,GBP,478,wltp,64.8,nmc,153,130,,fwd,150,247,8.6,170,4554,1845,1590,2692,,525,0,,2000,11,ccs,false,false,,
bmw-ix2-xdrive30-2025,BMW,iX2,2025,xDrive30,crossover,5,57445,GBP,449,wltp,64.8,nmc,163,130,,awd,230,494,5.6,180,4554,1845,1590,2692,,525,0,,2100,11,ccs,false,false,,
bmw-ix3-50-xdrive-2026,BMW,iX3,2026,50 xDrive,suv,5,58755,GBP,604,wltp,108.7,nmc,180,400,21,awd,345,646,5.3,209,4782,1895,1635,2897,,520,58,2000,2360,11,ccs,true,true,,
bmw-i4-edrive35-2025,BMW,i4,2025,eDrive35,sedan,5,51730,GBP,435,wltp,67.1,nmc,155,180,31,rwd,210,400,6.0,190,4783,1852,1448,2856,,470,0,1600,2070,11,ccs,false,true,,
bmw-i4-edrive40-2025,BMW,i4,2025,eDrive40,sedan,5,59465,GBP,523,wltp,81.3,nmc,155,205,28,rwd,250,430,5.6,190,4783,1852,1448,2856,,470,0,1600,2120,11,ccs,false,true,,
bmw-i4-m60-xdrive-2025,BMW,i4,2025,M60 xDrive,sedan,5,71000,GBP,459,wltp,81.3,nmc,177,205,28,awd,442,795,3.7,225,4783,1852,1448,2856,,470,0,,2285,11,ccs,false,true,,
bmw-i5-saloon-edrive40-2025,BMW,i5 Saloon,2025,eDrive40,sedan,5,67705,GBP,582,wltp,81.2,nmc,159,205,30,rwd,250,400,6.0,193,5060,1900,1515,2995,,490,0,,2205,11,ccs,false,true,,
bmw-i5-saloon-m60-xdrive-2025,BMW,i5 Saloon,2025,M60 xDrive,sedan,5,97745,GBP,516,wltp,81.2,nmc,182,205,28,awd,442,820,3.8,230,5060,1900,1505,2995,,490,0,,2380,11,ccs,false,true,,
bmw-i5-touring-edrive40-2025,BMW,i5 Touring,2025,eDrive40,sedan,5,69955,GBP,560,wltp,81.2,nmc,165,205,30,rwd,250,430,6.1,193,5060,1900,1515,2995,,570,0,,2255,11,ccs,false,true,,
bmw-i5-touring-m60-xdrive-2025,BMW,i5 Touring,2025,M60 xDrive,sedan,5,100005,GBP,506,wltp,81.2,nmc,183,205,28,awd,442,820,3.9,230,5060,1900,1505,2995,,570,0,,2425,11,ccs,false,true,,
bmw-i7-edrive50-2025,BMW,i7,2025,eDrive50,sedan,5,100205,GBP,611,wltp,101.7,nmc,191,195,34,rwd,335,650,5.5,205,5391,1950,1544,3215,,500,0,,2600,11,ccs,false,true,,
bmw-i7-xdrive60-2025,BMW,i7,2025,xDrive60,sedan,5,113970,GBP,625,wltp,101.7,nmc,184,195,34,awd,400,745,4.7,240,5391,1950,1544,3215,,500,0,2000,2715,11,ccs,false,true,,
bmw-i7-m70-xdrive-2025,BMW,i7,2025,M70 xDrive,sedan,5,123005,GBP,560,wltp,101.7,nmc,208,195,34,awd,485,1100,3.7,250,5391,1950,1544,3215,,500,0,,2770,11,ccs,false,true,,
bmw-ix-xdrive45-2025,BMW,iX,2025,xDrive45,suv,5,75315,GBP,602,wltp,94.8,nmc,157,175,30,awd,300,700,5.1,200,4965,1970,1695,3000,,500,0,2500,2450,11,ccs,false,true,,
bmw-ix-xdrive60-2025,BMW,iX,2025,xDrive60,suv,5,93115,GBP,701,wltp,109.1,nmc,156,195,33,awd,400,765,4.6,200,4965,1970,1695,3000,,500,0,2500,2500,11,ccs,false,true,,
bmw-ix-m70-xdrive-2025,BMW,iX,2025,M70 xDrive,suv,5,114205,GBP,560,wltp,109.1,nmc,195,195,35,awd,485,1015,3.8,250,4965,1970,1695,3000,,500,0,2500,2659,11,ccs,false,true,,
cupra-born-59-kwh-e-boost-2025,CUPRA,Born,2025,59 kWh e-Boost,hatchback,5,34190,GBP,426,wltp,59.0,nmc,167,165,24,rwd,170,310,6.7,159,4322,1809,1540,2766,,385,0,0,1841,11,ccs,false,true,,
cupra-born-79-kwh-e-boost-2025,CUPRA,Born,2025,79 kWh e-Boost,hatchback,5,35495,GBP,558,wltp,79.0,nmc,159,185,26,rwd,170,311,7.6,159,4322,1809,1540,2766,,385,0,0,1977,11,ccs,false,true,,
cupra-born-vz-2025,CUPRA,Born,2025,VZ,hatchback,5,44820,GBP,594,wltp,79.0,nmc,172,185,26,rwd,240,545,6.0,200,4322,1809,1538,2766,,385,0,0,1999,11,ccs,false,true,,
cupra-tavascan-endurance-2025,CUPRA,Tavascan,2025,Endurance,suv,5,47340,GBP,552,wltp,77.0,nmc,158,135,28,rwd,210,545,6.8,180,4644,1861,1597,2766,,540,0,0,2100,11,ccs,false,true,,
cupra-tavascan-vz-2025,CUPRA,Tavascan,2025,VZ,suv,5,55935,GBP,521,wltp,77.0,nmc,168,135,28,awd,250,545,5.5,180,4644,1861,1597,2766,,540,0,0,2200,11,ccs,false,true,,
dacia-spring-electric-70hp-2025,Dacia,Spring Electric,2025,70hp,hatchback,4,15990,GBP,224,wltp,24.3,nmc,124,40,29,fwd,52,137,12.3,125,3701,1767,1489,2423,,308,35,0,1030,7,ccs,true,false,,
dacia-spring-electric-100hp-2025,Dacia,Spring Electric,2025,100hp,hatchback,4,16990,GBP,223,wltp,24.3,nmc,125,40,29,fwd,75,137,9.6,125,3701,1767,1489,2423,,308,35,0,1040,7,ccs,true,false,,
ds-3-e-tense-2025,DS Automobiles,DS 3,2025,E-Tense,crossover,5,36995,GBP,401,wltp,50.8,nmc,141,100,,fwd,115,260,9.1,150,4118,1802,1534,2558,,350,0,,1620,11,ccs,false,false,,
ds-n4-e-tense-2025,DS Automobiles,N4,2025,E-Tense,crossover,5,36995,GBP,449,wltp,58.3,nmc,166,120,30,fwd,158,343,7.7,160,4400,1830,1470,,,430,0,,1800,11,ccs,false,false,,
ds-n8-fwd-2025,DS Automobiles,N8,2025,FWD,suv,5,50790,GBP,549,wltp,73.7,nmc,153,160,27,fwd,172,343,7.7,190,4834,1920,1574,2900,,620,0,1400,2180,11,ccs,true,false,,
ds-n8-fwd-long-range-2025,DS Automobiles,N8,2025,FWD Long Range,suv,5,54690,GBP,750,wltp,97.2,nmc,148,160,44,fwd,206,345,7.8,190,4834,1920,1574,2900,,620,0,1400,2289,11,ccs,true,false,,
ds-n8-awd-long-range-2025,DS Automobiles,N8,2025,AWD Long Range,suv,5,63290,GBP,688,wltp,97.2,nmc,141,160,44,awd,257,509,5.4,190,4834,1920,1574,2900,,620,0,1400,2289,11,ccs,true,false,,
citroen-e-c3-urban-range-30kwh-2025,Citroen,e-C3,2025,Urban Range 30 kWh,hatchback,5,18495,GBP,299,wltp,30.0,lfp,141,30,53,fwd,83,120,11.0,135,4015,1755,1577,2540,163,310,0,,1416,7.4,ccs,false,false,,
citroen-e-c3-standard-range-44kwh-2025,Citroen,e-C3,2025,Standard Range 44 kWh,hatchback,5,20595,GBP,326,wltp,44.0,lfp,135,100,26,fwd,83,120,11.0,135,4015,1755,1577,2540,163,310,0,,1491,7.4,ccs,false,false,,
citroen-e-c3-aircross-comfort-range-44kwh-2025,Citroen,e-C3 Aircross,2025,Comfort Range 44 kWh,crossover,5,21595,GBP,302,wltp,44.0,lfp,146,100,26,fwd,83,125,12.9,143,4395,1850,1660,2670,,460,0,,1540,7.4,ccs,false,false,,
citroen-e-c3-aircross-extended-range-54kwh-2025,Citroen,e-C3 Aircross,2025,Extended Range 54 kWh,crossover,5,23495,GBP,401,wltp,54.0,lfp,161,100,34,fwd,83,125,14.3,143,4395,1795,1660,2672,,460,0,550,1607,7.4,ccs,false,false,,
citroen-e-c4-54kwh-2025,Citroen,e-C4,2025,54 kWh,hatchback,5,30005,GBP,420,wltp,54.0,nmc,152,100,27,fwd,115,260,9.0,150,4350,1800,1520,2670,,380,0,,1635,11,ccs,false,false,,
citroen-e-c4-x-54kwh-2025,Citroen,e-C4 X,2025,54 kWh,sedan,5,30005,GBP,423,wltp,54.0,nmc,152,100,29,fwd,115,260,9.0,150,4600,1800,1525,2670,,510,0,,1610,7.4,ccs,false,false,,
citroen-e-c5-aircross-comfort-range-2025,Citroen,e-C5 Aircross,2025,Comfort Range 73 kWh,suv,5,32565,GBP,518,wltp,73.0,nmc,,160,35,fwd,157,343,8.9,171,4652,1936,1691,2780,,565,0,1250,,11,ccs,false,false,,
citroen-e-berlingo-m-50kwh-2025,Citroen,e-Berlingo,2025,M 50 kWh,van,5,29890,GBP,343,wltp,50.0,nmc,180,100,30,fwd,100,270,11.7,132,4403,1848,1844,2785,,775,0,750,1736,7.4,ccs,false,false,,
citroen-e-berlingo-xl-50kwh-2025,Citroen,e-Berlingo,2025,XL 50 kWh,van,7,30790,GBP,332,wltp,50.0,nmc,180,100,30,fwd,100,270,11.7,132,4753,1848,1849,2785,,1050,0,750,1800,7.4,ccs,false,false,,
citroen-e-spacetourer-m-50kwh-2025,Citroen,e-SpaceTourer,2025,M 50 kWh,van,9,35495,GBP,346,wltp,50.0,nmc,242,100,,fwd,100,220,13.3,130,4983,2204,1890,3275,,603,0,1000,2027,11,ccs,false,false,,
citroen-e-spacetourer-xl-75kwh-2025,Citroen,e-SpaceTourer,2025,XL 75 kWh,van,9,36395,GBP,343,wltp,75.0,nmc,242,100,45,fwd,100,260,13.3,130,5308,2204,1890,3275,,912,0,1000,2161,7.4,ccs,false,false,,
fiat-500e-hatchback-24kwh-2025,Fiat,500e,2025,Hatchback 24 kWh,hatchback,4,20995,GBP,190,wltp,24.0,nmc,187,50,30,fwd,70,220,9.0,135,3631,1683,1529,2322,,185,0,0,1330,11,ccs,false,false,,
fiat-500e-hatchback-42kwh-2025,Fiat,500e,2025,Hatchback 42 kWh,hatchback,4,23995,GBP,333,wltp,42.0,nmc,160,85,25,fwd,87,220,9.0,150,3631,1683,1529,2322,,185,0,0,1365,11,ccs,false,false,,
fiat-500e-cabrio-42kwh-2025,Fiat,500e,2025,Cabrio 42 kWh,hatchback,4,24995,GBP,320,wltp,42.0,nmc,160,85,35,fwd,87,220,9.0,150,3631,1683,1529,2322,,185,0,0,1395,11,ccs,false,false,,
fiat-600e-54kwh-2025,Fiat,600e,2025,54 kWh,crossover,5,26750,GBP,409,wltp,54.0,nmc,152,100,,fwd,115,260,9.0,150,4171,1781,1523,2562,199,360,0,,1520,11,ccs,false,false,,
fiat-grande-panda-electric-2025,Fiat,Grande Panda,2025,Electric,hatchback,5,20995,GBP,320,wltp,44.0,lfp,138,100,27,fwd,83,122,11.0,132,3999,1763,1570,2540,,361,0,,1532,7.4,ccs,false,false,,
ford-puma-gen-e-2025,Ford,Puma Gen-E,2025,,crossover,5,26245,GBP,376,wltp,43.6,nmc,159,100,23,fwd,124,290,8.0,159,4214,1805,1555,2588,,523,43,750,1563,11,ccs,false,true,,
ford-explorer-electric-sr-rwd-2025,Ford,Explorer Electric,2025,Standard Range RWD,suv,5,39285,GBP,375,wltp,52.0,nmc,165,135,28,rwd,125,310,8.7,159,4468,1872,1630,2767,,536,0,1000,1908,11,ccs,false,true,,
ford-capri-electric-sr-rwd-2025,Ford,Capri Electric,2025,Standard Range RWD,suv,5,41485,GBP,375,wltp,52.0,nmc,165,120,28,rwd,125,310,9.0,160,4643,1872,1626,2767,,572,0,1000,1914,11,ccs,false,true,,
ford-mustang-mach-e-select-sr-rwd-2025,Ford,Mustang Mach-E,2025,Select SR RWD,suv,5,42340,GBP,470,wltp,72.0,nmc,192,150,36,rwd,197,430,6.2,180,4743,1881,1624,2980,,402,81,750,2090,11,ccs,false,true,,
ford-mustang-mach-e-premium-rwd-2025,Ford,Mustang Mach-E,2025,Premium RWD,suv,5,52995,GBP,600,wltp,91.0,nmc,191,150,36,rwd,216,430,5.6,180,4743,1881,1624,2980,,402,81,750,2185,11,ccs,false,true,,
ford-mustang-mach-e-premium-awd-2025,Ford,Mustang Mach-E,2025,Premium AWD,suv,5,57905,GBP,550,wltp,91.0,nmc,198,150,36,awd,258,580,4.6,180,4743,1881,1624,2980,,402,81,750,2260,11,ccs,false,true,,
ford-mustang-mach-e-gt-2025,Ford,Mustang Mach-E,2025,GT,suv,5,67040,GBP,515,wltp,91.0,nmc,213,150,36,awd,358,860,3.7,200,4743,1881,1624,2980,,402,81,750,2310,11,ccs,false,true,,
ford-mustang-mach-e-rally-2025,Ford,Mustang Mach-E,2025,Rally,suv,5,69300,GBP,510,wltp,91.0,nmc,215,150,36,awd,358,860,3.7,200,4743,1881,1644,2980,,402,81,750,2343,11,ccs,false,true,,
ford-e-tourneo-custom-l1-2025,Ford,e-Tourneo Custom,2025,L1,van,9,59064,GBP,325,wltp,64.0,nmc,250,125,39,rwd,210,415,8.0,130,5050,2032,1959,3100,,672,0,2000,2589,11,ccs,false,false,,
ford-e-tourneo-custom-l2-2025,Ford,e-Tourneo Custom,2025,L2,van,9,60886,GBP,306,wltp,64.0,nmc,258,125,39,rwd,210,415,8.0,150,5450,2032,1959,3500,,819,0,2000,2699,11,ccs,false,false,,
ford-e-tourneo-courier-2025,Ford,e-Tourneo Courier,2025,,van,5,29940,GBP,285,wltp,43.6,nmc,175,100,26,fwd,100,290,11.0,145,4337,1791,1817,2688,,1188,0,750,1640,11,ccs,false,false,,
geely-ex5-2026,Geely,EX5,2026,,suv,5,31990,GBP,430,wltp,62.0,lfp,166,160,28,fwd,160,320,6.9,175,4615,1901,1670,2750,,461,0,0,1815,11,ccs,true,false,,
omoda-e5-2025,OMODA,E5,2025,,crossover,5,33055,GBP,430,wltp,61.0,lfp,140,80,40,fwd,150,340,7.6,172,4424,1830,1588,2630,180,380,,,1710,7,ccs,true,false,,
peugeot-e-208-50kwh-2025,Peugeot,e-208,2025,50 kWh,hatchback,5,30150,GBP,330,wltp,46.3,nmc,143,100,30,fwd,115,260,8.2,150,4055,1768,1430,2540,170,265,,,1520,11,ccs,false,false,,
peugeot-e-208-51kwh-2025,Peugeot,e-208,2025,51 kWh,hatchback,5,31445,GBP,290,wltp,46.3,nmc,156,100,30,fwd,100,260,9.0,150,4055,1768,1430,2540,170,265,,,1520,11,ccs,false,false,,
peugeot-e-2008-54kwh-2025,Peugeot,e-2008,2025,54 kWh,crossover,5,35400,GBP,406,wltp,50.8,nmc,132,100,30,fwd,115,260,9.1,150,4300,1770,1550,2605,170,434,,,1622,7,ccs,false,false,,
peugeot-e-308-hatchback-55kwh-2025,Peugeot,e-308,2025,Hatchback 55 kWh,hatchback,5,37435,GBP,452,wltp,55.4,nmc,133,100,32,fwd,115,260,8.2,150,4365,1859,1465,2675,,412,,,1680,11,ccs,false,false,,
peugeot-e-308-sw-55kwh-2025,Peugeot,e-308 SW,2025,Estate 55 kWh,sedan,5,36160,GBP,443,wltp,55.4,nmc,136,100,32,fwd,115,260,8.2,150,4636,1852,1454,2675,,548,,,1700,11,ccs,false,false,,
peugeot-e-408-2025,Peugeot,e-408,2025,,crossover,5,42175,GBP,453,wltp,55.4,nmc,135,120,30,fwd,157,345,8.2,170,4687,1848,1478,2675,,471,,,1780,11,ccs,false,false,,
peugeot-e-3008-73kwh-2025,Peugeot,e-3008,2025,73 kWh,suv,5,46060,GBP,527,wltp,73.0,nmc,139,160,30,fwd,157,345,8.8,170,4542,1895,1641,2739,198,520,,1250,2008,11,ccs,false,false,,
peugeot-e-3008-73kwh-dm-2025,Peugeot,e-3008,2025,73 kWh Dual Motor,suv,5,56290,GBP,487,wltp,73.0,nmc,160,160,30,awd,240,510,6.0,180,4542,1895,1641,2739,198,520,,1250,2262,11,ccs,false,false,,
peugeot-e-3008-97kwh-lr-2025,Peugeot,e-3008,2025,97 kWh Long Range,suv,5,48650,GBP,700,wltp,98.0,nmc,140,160,30,fwd,157,345,9.0,170,4542,1895,1641,2739,198,520,,1250,2108,11,ccs,false,false,,
peugeot-e-5008-73kwh-2025,Peugeot,e-5008,2025,73 kWh,suv,7,48650,GBP,499,wltp,73.0,nmc,156,160,27,fwd,157,345,8.8,170,4791,1895,1694,2901,,918,,1250,2218,11,ccs,false,false,,
peugeot-e-5008-73kwh-dm-2025,Peugeot,e-5008,2025,73 kWh Dual Motor,suv,7,58990,GBP,465,wltp,73.0,nmc,168,160,27,awd,240,510,6.5,180,4791,1895,1694,2901,,918,,1250,2310,11,ccs,false,false,,
peugeot-e-5008-97kwh-lr-2025,Peugeot,e-5008,2025,97 kWh Long Range,suv,7,51260,GBP,668,wltp,98.0,nmc,149,160,27,fwd,170,345,8.7,170,4791,1895,1694,2901,,918,,1250,2310,11,ccs,false,false,,
peugeot-e-rifter-standard-50kwh-2025,Peugeot,e-Rifter,2025,Standard 50 kWh,van,5,30375,GBP,320,wltp,50.0,nmc,167,100,30,fwd,100,260,11.2,135,4403,1848,1812,2785,,775,,750,1785,7,ccs,false,false,,
peugeot-e-rifter-long-50kwh-2025,Peugeot,e-Rifter,2025,Long 50 kWh,van,7,32375,GBP,310,wltp,50.0,nmc,172,100,30,fwd,100,260,11.2,135,4753,1848,1812,2975,,1050,,750,1845,7,ccs,false,false,,
peugeot-e-traveller-standard-75kwh-2025,Peugeot,e-Traveller,2025,Standard 75 kWh,van,8,48995,GBP,349,wltp,75.0,nmc,222,100,45,fwd,100,260,14.2,130,4981,1920,1890,3275,,1500,,,2355,7,ccs,false,false,,
peugeot-e-traveller-long-75kwh-2025,Peugeot,e-Traveller,2025,Long 75 kWh,van,8,49895,GBP,330,wltp,75.0,nmc,235,100,45,fwd,100,260,14.2,130,5330,1920,1890,3275,,1800,,,2455,7,ccs,false,false,,
polestar-2-sr-sm-2026,Polestar,Polestar 2,2026,Standard Range SM,sedan,5,44950,GBP,554,wltp,70.0,nmc,127,135,33,rwd,200,490,6.4,205,4606,1859,1479,2735,151,405,31,1500,1940,11,ccs,false,false,,
polestar-2-lr-sm-2026,Polestar,Polestar 2,2026,Long Range SM,sedan,5,48950,GBP,635,wltp,79.0,nmc,124,205,28,rwd,220,490,6.2,205,4606,1859,1652,2735,151,405,31,1500,2025,11,ccs,false,false,,
polestar-2-lr-dm-2026,Polestar,Polestar 2,2026,Long Range DM,sedan,5,52950,GBP,592,wltp,79.0,nmc,133,205,28,awd,310,740,4.5,205,4606,1859,1652,2735,151,405,31,1500,2025,11,ccs,false,false,,
polestar-2-lr-performance-2026,Polestar,Polestar 2,2026,Long Range Performance,sedan,5,57950,GBP,592,wltp,79.0,nmc,133,205,28,awd,350,740,4.2,205,4606,1859,1652,2735,151,405,31,1500,2025,11,ccs,false,false,,
polestar-3-rear-motor-2026,Polestar,Polestar 3,2026,Rear Motor,suv,5,68990,GBP,649,wltp,92.0,nmc,155,310,22,rwd,245,480,6.3,210,4900,2120,1614,2985,,484,32,,2400,11,ccs,false,true,,
polestar-3-dual-motor-2026,Polestar,Polestar 3,2026,Dual Motor,suv,5,77990,GBP,499,wltp,102.0,nmc,208,250,30,awd,330,740,4.7,210,4900,2120,1614,2985,,484,32,,2584,11,ccs,false,true,,
polestar-3-performance-2026,Polestar,Polestar 3,2026,Performance,suv,5,91990,GBP,459,wltp,102.0,nmc,222,250,30,awd,500,880,3.9,210,4900,2120,1614,2985,,484,32,,2620,11,ccs,false,true,,
polestar-4-lr-sm-2025,Polestar,Polestar 4,2025,Long Range Single Motor,crossover,5,53750,GBP,610,wltp,94.0,nmc,154,200,30,rwd,200,343,7.4,180,4840,2008,1534,2999,170,526,15,2000,2351,11,ccs,false,false,,
polestar-4-lr-dm-2025,Polestar,Polestar 4,2025,Long Range Dual Motor,crossover,5,65000,GBP,590,wltp,94.0,nmc,159,200,30,awd,400,686,3.8,200,4840,2008,1534,2999,170,526,15,2000,2351,11,ccs,false,false,,
polestar-5-dual-motor-2025,Polestar,Polestar 5,2025,Dual Motor,sedan,5,89500,GBP,670,wltp,106.0,nmc,158,350,22,awd,550,812,3.9,250,5087,2015,1425,3054,149,365,62,750,2462,11,ccs,false,true,,
polestar-5-performance-2025,Polestar,Polestar 5,2025,Performance,sedan,5,104900,GBP,565,wltp,106.0,nmc,188,350,22,awd,650,900,3.2,250,5087,2015,1425,3054,149,365,62,750,2500,11,ccs,false,true,,
porsche-taycan-plus-2025,Porsche,Taycan,2025,Plus,sedan,5,88200,GBP,590,wltp,97.0,nmc,168,320,22,rwd,320,420,4.8,230,4963,1966,1395,2900,128,407,84,,2150,11,ccs,false,true,,
porsche-taycan-4s-plus-2025,Porsche,Taycan,2025,4S Plus,sedan,5,96200,GBP,550,wltp,97.0,nmc,180,320,22,awd,440,650,3.5,250,4963,1966,1395,2900,128,407,84,,2215,11,ccs,false,true,,
porsche-taycan-gts-2025,Porsche,Taycan,2025,GTS,sedan,5,118200,GBP,628,wltp,97.0,nmc,162,320,22,awd,515,790,3.3,250,4963,1966,1395,2900,128,366,84,,2285,11,ccs,false,true,,
porsche-taycan-turbo-2025,Porsche,Taycan,2025,Turbo,sedan,5,135200,GBP,630,wltp,97.0,nmc,162,320,18,awd,650,890,2.7,260,4963,1966,1395,2900,128,366,84,,2295,11,ccs,false,true,,
porsche-taycan-turbo-s-2025,Porsche,Taycan,2025,Turbo S,sedan,5,162200,GBP,630,wltp,97.0,nmc,162,320,18,awd,700,1110,2.4,260,4963,1966,1395,2900,128,366,84,,2310,11,ccs,false,true,,
porsche-taycan-turbo-gt-2025,Porsche,Taycan,2025,Turbo GT,sedan,5,189200,GBP,560,wltp,97.0,nmc,180,320,18,awd,760,1240,2.3,290,4963,1966,1381,2900,,326,84,,2290,11,ccs,false,true,,
porsche-taycan-turbo-gt-weissach-2025,Porsche,Taycan,2025,Turbo GT Weissach,sedan,5,189200,GBP,555,wltp,97.0,nmc,182,320,18,awd,760,1240,2.2,290,4963,1966,1381,2900,,326,84,,2260,11,ccs,false,true,,
porsche-taycan-st-plus-2025,Porsche,Taycan Sport Turismo,2025,Plus,sedan,5,89200,GBP,650,wltp,97.0,nmc,155,320,22,rwd,320,420,4.8,230,4963,1966,1390,2900,,405,84,,2190,11,ccs,false,true,,
porsche-taycan-st-gts-2025,Porsche,Taycan Sport Turismo,2025,GTS,sedan,5,119200,GBP,599,wltp,97.0,nmc,168,320,22,awd,515,790,3.3,250,4963,1966,1390,2900,,405,84,,2300,11,ccs,false,true,,
porsche-taycan-st-turbo-2025,Porsche,Taycan Sport Turismo,2025,Turbo,sedan,5,136200,GBP,607,wltp,97.0,nmc,166,320,18,awd,650,890,2.7,260,4963,1966,1390,2900,,405,84,,2310,11,ccs,false,true,,
porsche-taycan-st-turbo-s-2025,Porsche,Taycan Sport Turismo,2025,Turbo S,sedan,5,163200,GBP,605,wltp,97.0,nmc,167,320,18,awd,700,1110,2.4,260,4963,1966,1390,2900,,405,84,,2320,11,ccs,false,true,,
porsche-taycan-ct-4s-2025,Porsche,Taycan Cross Turismo,2025,4S,sedan,5,99200,GBP,610,wltp,97.0,nmc,165,320,22,awd,440,650,3.6,240,4974,1967,1409,2900,,405,84,,2355,11,ccs,false,true,,
porsche-taycan-ct-turbo-2025,Porsche,Taycan Cross Turismo,2025,Turbo,sedan,5,138200,GBP,594,wltp,97.0,nmc,169,320,18,awd,650,890,2.8,260,4974,1967,1409,2900,,405,84,,2370,11,ccs,false,true,,
porsche-taycan-ct-turbo-s-2025,Porsche,Taycan Cross Turismo,2025,Turbo S,sedan,5,165200,GBP,595,wltp,97.0,nmc,169,320,18,awd,700,1110,2.5,260,4974,1967,1409,2900,,405,84,,2385,11,ccs,false,true,,
porsche-macan-electric-2025,Porsche,Macan Electric,2025,base,suv,5,68600,GBP,641,wltp,95.0,nmc,156,270,21,rwd,265,563,5.7,220,4784,1938,1623,2893,184,540,84,2000,2255,11,ccs,false,true,,
porsche-macan-4-2025,Porsche,Macan Electric,2025,4,suv,5,71900,GBP,610,wltp,95.0,nmc,163,270,21,awd,300,563,4.9,220,4784,1938,1623,2893,184,540,84,2000,2305,11,ccs,false,true,,
porsche-macan-4s-2025,Porsche,Macan Electric,2025,4S,suv,5,77100,GBP,605,wltp,95.0,nmc,165,270,21,awd,380,650,3.9,240,4784,1938,1623,2893,184,540,84,2000,2355,11,ccs,false,true,,
porsche-macan-gts-2026,Porsche,Macan Electric,2026,GTS,suv,5,89000,GBP,583,wltp,95.0,nmc,171,270,21,awd,420,740,3.6,250,4784,1938,1623,2893,184,540,84,2000,2385,11,ccs,false,true,,
porsche-macan-turbo-2025,Porsche,Macan Electric,2025,Turbo,suv,5,97500,GBP,589,wltp,95.0,nmc,169,270,21,awd,470,800,3.1,260,4784,1938,1623,2893,184,540,84,2000,2420,11,ccs,false,true,,
porsche-cayenne-electric-2026,Porsche,Cayenne Electric,2026,base,suv,5,83200,GBP,643,wltp,108.0,nmc,169,400,16,awd,325,835,4.8,230,4985,1980,1674,3023,175,781,90,3500,2525,11,ccs,false,true,,
porsche-cayenne-electric-s-2026,Porsche,Cayenne Electric,2026,S,suv,5,99900,GBP,649,wltp,108.0,nmc,168,400,16,awd,490,900,3.6,250,4985,1980,1674,3023,175,781,90,3500,2625,11,ccs,false,true,,
porsche-cayenne-electric-turbo-2026,Porsche,Cayenne Electric,2026,Turbo,suv,5,130900,GBP,617,wltp,108.0,nmc,176,400,16,awd,850,1090,2.5,260,4985,1980,1674,3023,175,781,90,3500,2690,11,ccs,false,true,,
renault-twingo-e-tech-27kwh-2026,Renault,Twingo E-Tech,2026,27.5 kWh,hatchback,4,19000,GBP,263,wltp,27.5,lfp,105,50,30,fwd,60,175,12.1,130,3789,1720,1491,2493,160,360,,,1125,11,ccs,false,false,,
renault-5-e-tech-40kwh-95hp-2026,Renault,Renault 5 E-Tech,2026,40 kWh 95hp,hatchback,5,22000,GBP,250,wltp,40.0,lfp,160,80,35,fwd,70,225,11.0,140,3920,1770,1500,2540,145,326,,500,1350,11,ccs,true,false,,
renault-5-e-tech-40kwh-120hp-2025,Renault,Renault 5 E-Tech,2025,40 kWh 120hp,hatchback,5,22995,GBP,312,wltp,40.0,nmc,128,80,35,fwd,90,225,9.0,140,3920,1770,1500,2540,145,326,,500,1350,11,ccs,true,false,,
renault-5-e-tech-52kwh-150hp-2025,Renault,Renault 5 E-Tech,2025,52 kWh 150hp,hatchback,5,26995,GBP,400,wltp,52.0,nmc,130,100,30,fwd,110,245,7.9,150,3920,1770,1500,2540,145,326,,500,1350,11,ccs,true,false,,
renault-4-e-tech-40kwh-120hp-2026,Renault,Renault 4 E-Tech,2026,40 kWh 120hp,crossover,5,25445,GBP,300,wltp,40.0,lfp,133,80,35,fwd,90,225,9.0,150,4143,1796,1572,2624,181,420,,750,1440,11,ccs,false,false,,
renault-4-e-tech-52kwh-150hp-2025,Renault,Renault 4 E-Tech,2025,52 kWh 150hp,crossover,5,25945,GBP,409,wltp,52.0,nmc,127,100,35,fwd,110,245,7.9,150,4143,1796,1572,2624,181,420,,750,1493,11,ccs,false,false,,
renault-megane-e-tech-ev60-220hp-2025,Renault,Megane E-Tech Electric,2025,EV60 220hp,crossover,5,32495,GBP,450,wltp,60.0,nmc,145,130,30,fwd,160,300,7.4,160,4200,1768,1505,2700,,440,,,1686,11,ccs,false,false,,
