id,manufacturer,model,model_year,variant,segment,seats,price_local,currency,range_km,range_rating,battery_capacity_kwh,battery_chemistry,efficiency_wh_km,fast_charge_kw,charge_10_80_min,drivetrain,power_kw,torque_nm,acceleration_0_100_s,top_speed_kmh,length_mm,width_mm,height_mm,wheelbase_mm,ground_clearance_mm,cargo_volume_l,frunk_volume_l,towing_capacity_kg,curb_weight_kg,onboard_charger_kw,charge_port_type,v2l_capable,plug_and_charge,range_city_km,range_highway_km
kia-ev9-lr-awd-gtline-2026,Kia,EV9,2026,Long Range AWD GT-Line,suv,6,71900,USD,451,epa,99.8,nmc,235,210,24,awd,283,700,5.3,200,5014,1979,1781,3100,198,572,51,2268,2654,10.9,nacs,true,true,,
genesis-gv60-rwd-2026,Genesis,GV60,2026,Standard RWD,crossover,5,52525,USD,492,epa,84,nmc,174,350,18,rwd,168,350,,185,4544,1890,1585,2900,160,680,54,907,2048,10.9,nacs,true,true,,
genesis-gv60-awd-advanced-2026,Genesis,GV60,2026,AWD Advanced,crossover,5,59405,USD,430,epa,84,nmc,199,350,18,awd,234,605,,185,4544,1890,1585,2900,160,680,28,907,2173,10.9,nacs,true,true,,
genesis-gv60-performance-2026,Genesis,GV60,2026,Performance AWD,crossover,5,71875,USD,406,epa,84,nmc,210,350,18,awd,320,700,4.2,249,4544,1890,1585,2900,160,680,28,907,2243,10.9,nacs,true,true,,
genesis-electrified-g80-2026,Genesis,Electrified G80,2026,AWD,sedan,5,83350,USD,454,epa,87.2,nmc,205,350,25,awd,272,700,5.4,235,5001,1925,1470,3139,135,371,,,2286,10.9,nacs,true,true,,
genesis-electrified-gv70-2026,Genesis,Electrified GV70,2026,AWD,suv,5,64380,USD,423,epa,84,nmc,200,350,19,awd,320,700,4.8,235,4714,1910,1631,2875,175,813,,1588,2359,10.9,nacs,true,true,,
chevy-equinox-ev-fwd-2026,Chevrolet,Equinox EV,2026,LT FWD,suv,5,35100,USD,513,epa,85,nmc,193,150,39,fwd,159,320,7.3,190,4867,1954,1646,2954,163,748,,680,2233,11.5,ccs,false,false,,
chevy-equinox-ev-awd-2026,Chevrolet,Equinox EV,2026,RS AWD,suv,5,44200,USD,494,epa,90,nmc,206,150,39,awd,215,469,6.1,210,4867,1954,1646,2954,163,748,,680,2286,11.5,ccs,false,false,,
chevy-blazer-ev-fwd-2026,Chevrolet,Blazer EV,2026,LT FWD,suv,5,44600,USD,502,epa,85,nmc,192,190,35,fwd,162,330,,190,4883,1982,1651,3094,200,722,,680,2272,11.5,ccs,false,false,,
chevy-blazer-ev-awd-2026,Chevrolet,Blazer EV,2026,RS AWD,suv,5,53400,USD,455,epa,91,nmc,224,150,38,awd,214,451,,210,4883,1982,1651,3094,200,722,,680,2626,11.5,ccs,false,false,,
chevy-blazer-ev-ss-2026,Chevrolet,Blazer EV,2026,SS AWD,suv,5,60600,USD,486,epa,107.5,nmc,227,190,35,awd,410,880,3.7,190,4883,1982,1651,3094,200,722,,,2599,19.2,ccs,false,false,,
chevy-silverado-ev-wt-2026,Chevrolet,Silverado EV,2026,Work Truck,truck,5,54895,USD,472,epa,119,nmc,323,350,40,awd,380,786,,170,5920,2072,2009,3700,176,,303,3856,3724,11.5,ccs,true,false,,
chevy-silverado-ev-trailboss-2026,Chevrolet,Silverado EV,2026,Trail Boss,truck,5,72095,USD,660,epa,170,nmc,323,350,40,awd,460,1050,,170,5920,2072,2032,3700,216,,303,5670,3856,19.2,ccs,true,false,,
cadillac-lyriq-rwd-2026,Cadillac,LYRIQ,2026,Luxury RWD,suv,5,59200,USD,525,epa,107.5,nmc,211,190,40,rwd,255,450,5.9,190,4996,1977,1623,3094,178,793,,1588,2626,11.5,ccs,false,false,,
cadillac-lyriq-awd-2026,Cadillac,LYRIQ,2026,Sport AWD,suv,5,61500,USD,513,epa,107.5,nmc,217,190,40,awd,388,610,5.0,210,4996,1977,1623,3094,178,793,,1588,2626,11.5,ccs,false,false,,
cadillac-lyriq-v-2026,Cadillac,LYRIQ,2026,V-Series AWD,suv,5,80090,USD,459,epa,107.5,nmc,243,190,40,awd,459,880,3.6,210,4996,1977,1623,3094,178,793,,1588,2626,19.2,ccs,false,false,,
cadillac-optiq-rwd-2026,Cadillac,OPTIQ,2026,Luxury RWD,suv,5,50900,USD,510,epa,85,nmc,193,150,35,rwd,232,450,,210,4820,2133,1644,2954,152,793,,,2268,11.5,nacs,false,false,,
cadillac-optiq-awd-2026,Cadillac,OPTIQ,2026,Sport AWD,suv,5,53600,USD,488,epa,90,nmc,206,150,35,awd,224,480,6.2,210,4820,2133,1644,2954,152,793,,680,2355,11.5,nacs,false,false,,
cadillac-optiq-v-2026,Cadillac,OPTIQ,2026,V-Series AWD,suv,5,69095,USD,447,epa,90,nmc,224,150,35,awd,387,880,3.8,210,4820,2133,1644,2954,152,793,,680,2470,19.2,nacs,false,false,,
cadillac-vistiq-2026,Cadillac,VISTIQ,2026,Luxury AWD,suv,6,77395,USD,491,epa,107.5,nmc,227,190,40,awd,459,880,4.0,210,5222,1977,1804,3094,178,431,,2268,2869,11.5,ccs,false,false,,
cadillac-celestiq-2025,Cadillac,CELESTIQ,2025,Ultra-Luxury AWD,sedan,4,340000,USD,525,epa,107.5,nmc,211,200,40,awd,488,876,4.1,210,5517,2081,1453,3308,140,895,53,,3102,19.2,ccs,false,false,,
gmc-hummer-ev-pickup-2x-2025,GMC,Hummer EV Pickup,2025,2X,truck,5,96550,USD,505,epa,190,nmc,323,350,45,awd,425,1150,,170,5507,2201,2009,3445,257,1039,320,3402,4112,19.2,ccs,true,false,,
gmc-hummer-ev-pickup-3x-2025,GMC,Hummer EV Pickup,2025,3X,truck,5,104650,USD,502,epa,215,nmc,323,350,50,awd,619,1150,,170,5507,2201,2009,3445,257,1039,320,3402,4103,19.2,ccs,true,false,,
gmc-hummer-ev-suv-2x-2025,GMC,Hummer EV SUV,2025,2X,suv,5,96550,USD,488,epa,190,nmc,342,350,45,awd,425,1150,3.9,170,4999,2197,1976,3218,257,1016,320,3402,4282,19.2,ccs,true,false,,
gmc-hummer-ev-suv-3x-2025,GMC,Hummer EV SUV,2025,3X,suv,5,104650,USD,505,epa,215,nmc,342,350,50,awd,619,1150,3.9,170,4999,2197,1976,3218,257,1016,320,3402,4282,19.2,ccs,true,false,,
gmc-sierra-ev-denali-2026,GMC,Sierra EV,2026,Denali,truck,5,98600,USD,769,epa,215,nmc,323,350,40,awd,564,1064,4.8,170,5920,2072,2009,3700,176,,303,4536,4076,19.2,ccs,true,false,,
ford-mustang-mach-e-rwd-2026,Ford,Mustang Mach-E,2026,Select RWD,suv,5,37795,USD,402,epa,72.6,lfp,193,150,36,rwd,197,525,5.9,179,4714,1882,1626,2984,145,841,133,,2085,11,nacs,false,true,,
ford-mustang-mach-e-rwd-er-2026,Ford,Mustang Mach-E,2026,Select RWD Extended,suv,5,43045,USD,515,epa,91,nmc,193,150,41,rwd,216,525,5.5,179,4714,1882,1623,2984,145,841,133,,2101,11,nacs,false,true,,
ford-mustang-mach-e-awd-2026,Ford,Mustang Mach-E,2026,Select AWD,suv,5,40795,USD,370,epa,72.6,lfp,211,150,36,awd,242,675,4.9,179,4714,1882,1626,2984,145,841,133,,2166,11,nacs,false,true,,
ford-mustang-mach-e-awd-er-2026,Ford,Mustang Mach-E,2026,Select AWD Extended,suv,5,46045,USD,483,epa,91,nmc,199,150,41,awd,276,675,4.5,179,4714,1882,1623,2984,145,841,133,,2159,11,nacs,false,true,,
ford-mustang-mach-e-gt-2026,Ford,Mustang Mach-E,2026,GT AWD,suv,5,53395,USD,451,epa,91,nmc,230,150,41,awd,358,949,4.1,200,4742,1882,1613,2984,127,841,133,,2246,11,nacs,false,true,,
ford-mustang-mach-e-rally-2026,Ford,Mustang Mach-E,2026,Rally AWD,suv,5,57690,USD,410,epa,91,nmc,249,150,41,awd,358,950,3.7,200,4750,1882,1648,2984,178,841,133,,2259,11,nacs,false,true,,
ford-f150-lightning-pro-2025,Ford,F-150 Lightning,2025,Pro Standard Range,truck,5,49875,USD,386,epa,98,lfp,305,150,40,awd,337,1051,4.4,177,5911,2032,2004,3696,213,1495,399,2268,2729,11.3,ccs,true,true,,
ford-f150-lightning-xlt-er-2025,Ford,F-150 Lightning,2025,XLT Extended Range,truck,5,70000,USD,515,epa,131,nmc,292,150,40,awd,433,1051,4.3,177,5911,2032,2004,3696,213,1495,399,4536,3000,11.3,ccs,true,true,,
ford-f150-lightning-platinum-2025,Ford,F-150 Lightning,2025,Platinum,truck,5,84995,USD,483,epa,131,nmc,317,150,40,awd,433,1051,4.1,177,5911,2032,2004,3696,213,1495,399,3856,3126,11.3,ccs,true,true,,
dodge-charger-daytona-scat-pack-2026,Dodge,Charger Daytona,2026,Scat Pack AWD,sedan,5,62690,USD,388,epa,93.9,nmc,243,183,24,awd,470,850,3.6,217,5248,2027,1499,3073,140,646,42,,2643,11,ccs,false,false,,
jeep-wagoneer-s-2026,Jeep,Wagoneer S,2026,Limited AWD,suv,5,72000,USD,473,epa,94,nmc,224,203,28,awd,373,710,4.2,201,4888,1900,1646,2870,163,866,85,1588,2570,11.5,ccs,false,false,,
fiat-500e-2026,Fiat,500e,2026,Hatchback,hatchback,4,35700,USD,240,epa,37.3,nmc,193,85,35,fwd,87,220,8.4,150,3631,1683,1529,2322,150,185,,,1339,11,ccs,false,false,,
bmw-i4-edrive40-2026,BMW,i4,2026,eDrive40 Gran Coupe,sedan,5,59075,USD,536,epa,84.3,nmc,180,205,31,rwd,250,430,5.7,190,4783,1852,1448,2856,125,470,,1600,2138,11,ccs,false,true,,
bmw-i4-xdrive40-2026,BMW,i4,2026,xDrive40 Gran Coupe,sedan,5,63475,USD,462,epa,84.3,nmc,205,205,31,awd,290,600,5.2,200,4783,1852,1448,2856,125,470,,1600,2278,11,ccs,false,true,,
bmw-i4-m60-2026,BMW,i4,2026,M60 xDrive Gran Coupe,sedan,5,71875,USD,447,epa,84.3,nmc,211,205,31,awd,442,795,3.9,225,4783,1852,1448,2856,125,470,,1600,2281,11,ccs,false,true,,
bmw-i5-edrive40-2026,BMW,i5,2026,eDrive40 Sedan,sedan,5,68275,USD,499,epa,84.3,nmc,193,205,31,rwd,250,400,5.9,193,5060,1900,1515,2995,145,490,,1500,2230,11,ccs,false,true,,
bmw-i5-xdrive40-2026,BMW,i5,2026,xDrive40 Sedan,sedan,5,71275,USD,447,epa,84.3,nmc,211,205,31,awd,290,590,5.5,200,5060,1900,1515,2995,145,490,,1500,2300,11,ccs,false,true,,
bmw-i5-m60-2026,BMW,i5,2026,M60 xDrive Sedan,sedan,5,85275,USD,407,epa,84.3,nmc,211,205,31,awd,442,795,4.0,230,5060,1900,1515,2995,145,490,,1500,2380,11,nacs,false,true,,
bmw-i7-edrive50-2026,BMW,i7,2026,eDrive50 Sedan,sedan,5,106875,USD,505,epa,101.7,nmc,236,195,34,rwd,335,650,5.6,205,5391,1950,1544,3215,136,500,,2000,2520,11,ccs,false,true,,
bmw-i7-xdrive60-2026,BMW,i7,2026,xDrive60 Sedan,sedan,5,125375,USD,500,epa,101.7,nmc,236,195,34,awd,400,745,4.8,240,5391,1950,1544,3215,136,500,,2000,2710,11,ccs,false,true,,
bmw-i7-m70-2026,BMW,i7,2026,M70 xDrive Sedan,sedan,5,161250,USD,459,epa,101.7,nmc,261,195,34,awd,485,1015,3.8,250,5391,1950,1544,3215,136,500,,2000,2809,11,ccs,false,true,,
bmw-ix-xdrive45-2026,BMW,iX,2026,xDrive45,suv,5,76325,USD,502,epa,100.1,nmc,224,175,34,awd,300,700,5.2,200,4965,1970,1695,3000,223,500,,2500,2450,11,ccs,false,true,,
bmw-ix-xdrive60-2026,BMW,iX,2026,xDrive60,suv,5,89675,USD,586,epa,113.4,nmc,218,195,35,awd,400,765,4.7,200,4965,1970,1695,3000,223,500,,2500,2505,11,ccs,false,true,,
bmw-ix-m70-2026,BMW,iX,2026,M70,suv,5,112675,USD,486,epa,112.8,nmc,261,195,35,awd,485,1100,3.9,250,4966,1971,1720,3000,223,500,,2500,2653,11,ccs,false,true,,
mini-countryman-se-2026,MINI,Countryman,2026,SE ALL4,crossover,5,46375,USD,341,epa,64.7,nmc,217,130,29,awd,230,493,5.7,180,4445,1843,1641,2692,188,703,,1200,2068,11,ccs,false,false,,
mercedes-eqe-320-2026,Mercedes-Benz,EQE Sedan,2026,320 Plus,sedan,5,64950,USD,496,epa,96,nmc,224,170,32,rwd,235,565,5.8,209,5001,1961,1511,3120,140,309,,,2420,9.6,ccs,false,true,,
mercedes-eqe-320-4matic-2026,Mercedes-Benz,EQE Sedan,2026,320 4MATIC,sedan,5,67450,USD,430,epa,96,nmc,243,170,32,awd,235,765,5.5,209,5001,1961,1511,3120,140,309,,,2470,9.6,ccs,false,true,,
mercedes-amg-eqe-2026,Mercedes-Benz,EQE Sedan,2026,AMG 4MATIC+,sedan,5,96600,USD,354,epa,96,nmc,298,170,32,awd,460,950,3.2,240,5001,1961,1511,3120,140,309,,,2540,9.6,ccs,false,true,,
mercedes-eqs-450-plus-2026,Mercedes-Benz,EQS Sedan,2026,450 Plus,sedan,5,99900,USD,628,epa,118,nmc,211,200,31,rwd,265,568,5.9,210,5268,1926,1514,3210,140,623,,,2550,9.6,ccs,false,true,,
mercedes-eqs-450-4matic-2026,Mercedes-Benz,EQS Sedan,2026,450 4MATIC,sedan,5,102900,USD,591,epa,118,nmc,230,200,31,awd,265,800,5.4,210,5268,1926,1514,3210,140,623,,,2630,9.6,ccs,false,true,,
mercedes-eqs-580-4matic-2026,Mercedes-Benz,EQS Sedan,2026,580 4MATIC,sedan,5,123900,USD,597,epa,118,nmc,224,200,33,awd,400,858,4.2,210,5268,1926,1514,3210,140,623,,,2660,9.6,ccs,false,true,,
mercedes-amg-eqs-2025,Mercedes-Benz,EQS Sedan,2025,AMG 4MATIC+,sedan,5,147550,USD,507,epa,118,nmc,267,200,33,awd,484,949,3.4,250,5268,1926,1514,3210,140,623,,,2700,9.6,ccs,false,true,,
mercedes-eqb-250-2025,Mercedes-Benz,EQB,2025,250 Plus,suv,5,53050,USD,404,epa,70.5,nmc,193,100,32,fwd,140,385,8.5,160,4684,1834,1667,2829,140,733,,,2110,9.6,ccs,false,false,,
mercedes-eqb-300-4matic-2025,Mercedes-Benz,EQB,2025,300 4MATIC,suv,5,57200,USD,330,epa,70.5,nmc,243,100,32,awd,168,390,7.6,160,4684,1834,1667,2829,140,733,,,2190,9.6,ccs,false,false,,
mercedes-eqb-350-4matic-2025,Mercedes-Benz,EQB,2025,350 4MATIC,suv,5,60850,USD,333,epa,70.5,nmc,243,100,32,awd,215,520,5.8,160,4684,1834,1667,2829,140,733,,,2190,9.6,ccs,false,false,,
mercedes-eqe-suv-320-2026,Mercedes-Benz,EQE SUV,2026,320 Plus,suv,5,64950,USD,486,epa,96,nmc,224,170,32,rwd,235,565,5.9,210,4872,1940,1671,3030,163,396,,1588,2435,9.6,ccs,false,true,,
mercedes-eqe-suv-320-4matic-2026,Mercedes-Benz,EQE SUV,2026,320 4MATIC,suv,5,67450,USD,407,epa,96,nmc,261,170,32,awd,235,765,6.2,210,4872,1940,1671,3030,163,396,,1588,2495,9.6,ccs,false,true,,
mercedes-amg-eqe-suv-2026,Mercedes-Benz,EQE SUV,2026,AMG 4MATIC+,suv,5,97400,USD,370,epa,96,nmc,286,170,32,awd,460,950,3.4,210,4864,1940,1684,3030,163,396,,1814,2690,9.6,ccs,false,true,,
mercedes-eqs-suv-400-2026,Mercedes-Benz,EQS SUV,2026,400 4MATIC,suv,7,89950,USD,502,epa,118,nmc,267,200,33,awd,265,800,5.9,210,5125,2034,1722,3211,185,651,,1588,2860,9.6,ccs,false,true,,
mercedes-eqs-suv-550-2026,Mercedes-Benz,EQS SUV,2026,550 4MATIC,suv,7,112450,USD,510,epa,118,nmc,261,200,33,awd,400,858,4.6,210,5125,2034,1722,3211,185,651,,1588,2880,9.6,ccs,false,true,,
mercedes-eqs-suv-680-maybach-2026,Mercedes-Benz,EQS SUV,2026,680 Maybach 4MATIC,suv,5,180000,USD,483,epa,118,nmc,249,200,33,awd,484,949,4.1,210,5125,1959,1725,3210,185,440,,1800,3075,22,ccs,false,true,,
mercedes-g580-eq-2026,Mercedes-Benz,G-Class,2026,G 580 EQ,suv,5,163200,USD,385,epa,116,nmc,336,200,32,awd,432,1165,4.6,180,4624,1913,1986,2890,250,985,,3500,3085,11,ccs,false,true,,
mercedes-cla-250-eq-2026,Mercedes-Benz,CLA,2026,250+ EQ Technology,sedan,5,47250,USD,602,epa,85,nmc,166,320,22,rwd,200,335,6.9,210,4723,1855,1468,2790,160,292,101,1500,1980,9.6,nacs,false,true,,
mercedes-cla-350-eq-2026,Mercedes-Benz,CLA,2026,350 4MATIC EQ Technology,sedan,5,49800,USD,502,epa,85,nmc,178,320,22,awd,260,515,5.1,210,4723,1855,1468,2790,160,292,101,1500,2041,9.6,nacs,false,true,,
rivian-r1t-dual-large-2026,Rivian,R1T,2026,Dual Large Pack,truck,5,77990,USD,530,epa,109.4,nmc,243,215,35,awd,397,827,4.8,177,5512,2245,1981,3449,221,827,280,4990,2820,11.5,nacs,true,false,,
rivian-r1t-dual-max-2026,Rivian,R1T,2026,Dual Max Pack,truck,5,84990,USD,676,epa,141.5,nmc,243,215,38,awd,397,827,4.8,177,5512,2245,1981,3449,221,827,280,4990,2820,11.5,nacs,true,false,,
rivian-r1t-perf-dual-max-2026,Rivian,R1T,2026,Performance Dual Max,truck,5,89990,USD,676,epa,141.5,nmc,243,215,38,awd,496,1124,3.7,201,5512,2245,1981,3449,221,827,280,4990,2879,11.5,nacs,true,false,,
rivian-r1t-tri-max-2026,Rivian,R1T,2026,Tri Max Pack,truck,5,100990,USD,597,epa,141.5,nmc,280,215,38,awd,634,1495,3.2,201,5512,2245,1981,3449,221,827,280,4990,3081,11.5,nacs,true,false,,
rivian-r1s-dual-large-2026,Rivian,R1S,2026,Dual Large Pack,suv,7,83990,USD,530,epa,109.4,nmc,243,215,35,awd,397,827,4.8,177,5100,2245,1963,3076,221,498,314,3493,2955,11.5,nacs,true,false,,
